piece,phase,frame,time_ms,landing_frame,x,y,velocity_x,velocity_y,speed,angular_velocity,angle,sleeping,ground_contact,mass,inertia,com_offset_px,footprint_width_px,bottom_width_1px,bottom_width_2px,bottom_width_4px,bottom_width_8px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,aspect_ratio,physics_parts,triangles,regions,raw_regions,contour_vertices,pre_velocity_x,pre_velocity_y,pre_angular_velocity,delta_velocity_x,delta_velocity_y,delta_angular_velocity,collision_normal_x,collision_normal_y,collision_depth,collision_separation,collision_pair_count,collision_contact_count,collision_support_count,collision_contact_part_count,collision_contact_min_x,collision_contact_max_x,collision_contact_mean_x,collision_contact_center_offset_px,contact_min_y,contact_max_y,contact_mean_y,contact_left_offset_px,contact_right_offset_px,contact_span_from_com_px,contact_normal_angle_rad,contact_torque_proxy,contact_com_distance_px,contact_asymmetry_px
"15","falling","0","37.0","","195.000","96.616","0.00000","0.54390","0.54390","0.000000","0.000000","0","0","5.81400","3593.304","4.465","13.000","13.000","13.000","15.000","25.000","0.000","0.000","0","0","1.5162","55","110","55","55","49","0.00000","0.00000","0.000000","0.00000","0.54390","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"15","falling","1","51.0","","195.000","97.191","0.00000","0.76932","0.76932","0.000000","0.000000","0","0","5.81400","3593.304","4.465","13.000","13.000","13.000","15.000","25.000","0.000","0.000","0","0","1.5162","55","110","55","55","49","0.00000","0.54390","0.000000","0.00000","0.22541","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"15","falling","2","67.0","","195.000","98.148","0.00000","1.03933","1.03933","0.000000","0.000000","0","0","5.81400","3593.304","4.465","13.000","13.000","13.000","15.000","27.000","0.000","0.000","0","0","1.5162","55","110","55","55","49","0.00000","0.76932","0.000000","0.00000","0.27001","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"15","falling","3","84.0","","195.000","99.378","0.00000","1.30523","1.30523","0.000000","0.000000","0","0","5.81400","3593.304","4.465","13.000","13.000","13.000","15.000","27.000","0.000","0.000","0","0","1.5162","55","110","55","55","49","0.00000","1.03933","0.000000","0.00000","0.26590","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"15","falling","4","101.0","","195.000","100.779","0.00000","1.55176","1.55176","0.000000","0.000000","0","0","5.81400","3593.304","4.465","13.000","13.000","13.000","15.000","27.000","0.000","0.000","0","0","1.5162","55","110","55","55","49","0.00000","1.30523","0.000000","0.00000","0.24654","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"15","falling","5","117.0","","195.000","102.527","0.00000","1.80987","1.80987","0.000000","0.000000","0","0","5.81400","3593.304","4.465","13.000","13.000","13.000","15.000","27.000","0.000","0.000","0","0","1.5162","55","110","55","55","49","0.00000","1.55176","0.000000","0.00000","0.25811","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"15","falling","6","134.0","","195.000","104.535","0.00000","2.06405","2.06405","0.000000","0.000000","0","0","5.81400","3593.304","4.465","13.000","13.000","13.000","15.000","27.000","0.000","0.000","0","0","1.5162","55","110","55","55","49","0.00000","1.80987","0.000000","0.00000","0.25418","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"15","falling","7","151.0","","195.000","106.659","0.00000","2.29972","2.29972","0.000000","0.000000","0","0","5.81400","3593.304","4.465","13.000","13.000","13.000","15.000","27.000","0.000","0.000","0","0","1.5162","55","110","55","55","49","0.00000","2.06405","0.000000","0.00000","0.23567","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"15","falling","8","167.0","","195.000","109.162","0.00000","2.54644","2.54644","0.000000","0.000000","0","0","5.81400","3593.304","4.465","13.000","13.000","13.000","15.000","27.000","0.000","0.000","0","0","1.5162","55","110","55","55","49","0.00000","2.29972","0.000000","0.00000","0.24673","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
"15","falling","9","184.0","","195.000","111.914","0.00000","2.78942","2.78942","0.000000","0.000000","0","0","5.81400","3593.304","4.465","13.000","13.000","13.000","15.000","27.000","0.000","0.000","0","0","1.5162","55","110","55","55","49","0.00000","2.54644","0.000000","0.00000","0.24297","0.000000","","","","","0","0","0","0","","","","","","","","","","","","","",""
